sector,property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sohna road,flat,central park flower valley,1.2,6742.0,1779.89,3.0,3.0,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,66,593.2966666666667
sector 89,flat,adani aangan galleria,0.25,5000.0,500.0,1.0,1.0,1,6.0,New Property,430.0,0,0,0,0,0,0,74,500.0
sector 70,flat,unitech vistas,0.99,6325.0,1565.22,3.0,4.0,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0,521.74
sector 92,flat,sare crescent parc,0.5,5000.0,1000.0,2.0,2.0,2,2.0,Relatively New,905.0,1,0,0,0,0,0,72,500.0
sector 79,flat,godrej,1.3,8269.0,1572.14,2.0,2.0,3,3.0,New Property,1423.0,0,0,0,0,1,0,49,786.07
sector 37d,flat,bptp terra,1.71,7804.0,2191.18,3.0,3.0,3+,7.0,Relatively New,2191.0,0,0,0,0,1,0,38,730.3933333333333
sector 86,flat,pyramid urban homes 2,0.43,8582.0,501.05,2.0,2.0,1,6.0,New Property,557.0,1,0,0,0,0,0,72,250.525
sohna road,flat,signature global park,0.55,6690.0,822.12,2.0,2.0,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58,411.06
sector 81,flat,bestech park view ananda,0.95,6985.0,1360.06,2.0,2.0,2,14.0,Relatively New,1260.0,0,0,0,0,0,2,165,680.03
sector 65,flat,m3m golfestate,5.3,24211.0,2189.09,3.0,3.0,3,38.0,Moderately Old,2506.0,0,0,1,0,0,1,49,729.6966666666667
sector 113,flat,la vida by tata housing,3.72,13984.0,2660.18,5.0,4.0,3+,0.0,New Property,2956.0,0,1,0,0,0,1,44,532.036
dlf phase,house,independent,8.0,8000.0,10000.0,3.0,9.0,2.0,3.0,New Property,11111.0,0,0,0,0,0,0,0,3333.3333333333335
sector 33,flat,breeze global heights,0.4,6421.0,622.96,2.0,2.0,2,4.0,Under Construction,623.0,0,0,0,0,0,0,0,311.48
sohna road,flat,ashiana mulberry,0.95,6485.0,1464.92,2.0,2.0,3+,3.0,New Property,1175.0,0,0,0,0,1,0,89,732.46
sector 99a,flat,pareena laxmi apartments,0.3,5424.0,553.1,2.0,1.0,2,5.0,New Property,511.0,0,0,0,0,0,0,66,276.55
sector 88a,flat,adani aangan arcade,0.45,7200.0,625.0,2.0,2.0,1,3.0,New Property,694.0,0,0,0,0,0,0,14,312.5
sector 109,flat,ats tourmaline,1.4,8000.0,1750.0,3.0,3.0,3+,5.0,Relatively New,1466.0,0,0,0,0,0,0,44,583.3333333333334
sector 79,flat,m3m golf hills,1.45,10211.0,1420.04,2.0,2.0,3,15.0,Under Construction,1578.0,0,0,0,0,0,0,67,710.02
sector 63,house,signature global city 63a,1.5,6289.0,2385.1,3.0,3.0,2.0,1.0,New Property,2385.0,0,0,0,0,0,0,0,795.0333333333333
sector 92,flat,sare crescent parc,1.44,7068.0,2037.35,4.0,4.0,3,8.0,Relatively New,2267.0,0,0,0,0,0,0,37,509.3375
sector 85,flat,ss the leaf,1.15,10017.0,1148.05,2.0,2.0,3+,18.0,Relatively New,1380.0,0,0,0,1,0,0,156,574.025
sector 8,house,independent,0.59,10085.0,585.0,2.0,2.0,2.0,2.0,Moderately Old,585.0,1,0,0,0,0,0,7,292.5
sector 109,house,international city by sobha phase 2,7.0,11240.0,6227.8,5.0,5.0,3+,2.0,Relatively New,6228.0,0,0,1,0,0,0,129,1245.56
sector 56,flat,sagar apartment,1.45,7250.0,2000.0,3.0,3.0,3+,7.0,Old Property,1900.0,1,1,1,0,1,0,166,666.6666666666666
sector 55,flat,siddhi vinayak apartments,1.44,9600.0,1500.0,3.0,3.0,2,6.0,Moderately Old,1700.0,1,0,0,0,0,2,47,500.0
sector 85,flat,ss,2.17,7716.0,2812.34,4.0,4.0,3,7.0,Relatively New,2600.0,0,1,1,0,1,0,49,703.085
sector 108,flat,sobha city,2.45,14040.0,1745.01,3.0,3.0,3,15.0,Relatively New,1460.0,0,0,0,0,0,0,49,581.67
sector 71,flat,chd avenue,1.12,6215.0,1802.09,3.0,4.0,3,0.0,Moderately Old,1631.0,0,0,1,0,0,0,65,600.6966666666666
sector 99,flat,vatika sovereign park,3.25,9672.0,3360.22,4.0,4.0,3+,2.0,New Property,3041.0,0,0,1,0,0,0,123,840.055
sector 46,house,rwa sector 46,4.5,24390.0,1845.0,6.0,6.0,3+,3.0,Moderately Old,1845.0,0,0,0,1,0,2,80,307.5
sector 7,house,independent,1.0,8818.0,1134.0,2.0,2.0,0,0.0,Old Property,126.0,0,0,0,0,1,0,7,567.0
sector 81,flat,dlf the ultima,2.21,10365.0,2132.18,3.0,3.0,3+,3.0,Relatively New,1881.0,0,0,1,0,0,1,149,710.7266666666666
sohna road,flat,signature global park,0.87,7190.0,1210.01,3.0,2.0,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58,403.33666666666664
sector 107,flat,signature global solera,0.28,5674.0,493.48,2.0,2.0,2,6.0,Relatively New,543.0,0,0,0,0,0,0,45,246.74
sector 81,flat,dlf the ultima,2.25,10553.0,2132.1,3.0,3.0,3+,6.0,New Property,1929.0,0,0,1,0,0,1,168,710.6999999999999
dlf phase,house,independent,4.31,31926.0,1350.0,5.0,4.0,3.0,3.0,Old Property,1350.0,0,0,0,0,0,0,40,270.0
sector 30,flat,afnhb jalvayu vihar,0.85,12859.0,661.02,2.0,2.0,1,2.0,Old Property,734.0,1,0,0,0,0,2,49,330.51
sector 65,flat,emaar mgf emerald floors premier,2.8,14177.0,1975.03,4.0,4.0,3,2.0,Relatively New,2194.0,0,0,1,0,1,2,108,493.7575
sector 93,flat,signature global orchard avenue,0.4,7359.0,543.55,2.0,2.0,2,11.0,New Property,603.0,0,0,0,0,0,0,37,271.775
sector 17,house,iffco nagar and 17b rwa,2.98,20566.0,1449.0,2.0,6.0,3+,3.0,Relatively New,1449.0,0,1,0,0,1,0,78,724.5
sector 92,flat,sare green parc,0.85,6538.0,1300.09,3.0,2.0,2,20.0,Relatively New,1300.0,0,0,0,0,0,0,0,433.3633333333333
sector 91,house,independent,3.6,14815.0,2430.0,4.0,4.0,3.0,2.0,New Property,2430.0,0,0,0,0,0,2,49,607.5
sector 67,flat,ireo victory valley,3.15,12846.0,2452.13,3.0,4.0,3+,15.0,Relatively New,2219.0,0,1,1,0,0,2,149,817.3766666666667
sector 70,flat,shree vardhman victoria,1.75,8974.0,1950.08,3.0,5.0,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47,650.0266666666666
sector 82,flat,vatika the seven lamps,1.39,6412.0,2167.81,3.0,3.0,3+,11.0,Relatively New,1955.0,0,0,1,0,1,2,117,722.6033333333334
sector 33,flat,jmd gardens,3.25,7510.0,4327.56,4.0,4.0,3+,17.0,Old Property,4809.0,0,0,1,0,0,2,130,1081.89
sector 7,house,independent,1.35,4545.0,2970.0,4.0,5.0,0,3.0,Old Property,330.0,0,0,0,0,0,0,0,742.5
sector 71,flat,signature andour heights,0.6,10000.0,600.0,2.0,2.0,1,5.0,Relatively New,557.0,0,1,0,0,0,0,59,300.0
sector 108,flat,experion the heartsong,2.29,8240.0,2779.13,4.0,5.0,3+,8.0,Relatively New,2779.0,0,0,1,0,0,0,95,694.7825
sector 53,flat,tulip monsella,7.4,33198.0,2229.05,4.0,4.0,3,21.0,Under Construction,2477.0,0,0,0,0,0,0,35,557.2625
sector 54,flat,shree arihant apartment,1.5,8108.0,1850.02,3.0,3.0,3+,4.0,Moderately Old,1700.0,0,1,0,0,0,2,75,616.6733333333333
sector 104,flat,godrej summit,0.85,5878.0,1446.07,2.0,2.0,3+,10.0,Relatively New,1269.0,0,0,0,0,1,0,79,723.035
sector 109,flat,ats tourmaline,1.75,10000.0,1750.0,3.0,3.0,3,4.0,New Property,1466.0,0,0,0,0,0,0,31,583.3333333333334
sector 2,flat,ansals duplex flat,0.95,7307.0,1300.12,2.0,3.0,2,1.0,Old Property,1444.0,0,0,0,0,1,2,20,650.06
sector 104,flat,puri emerald bay,2.49,10163.0,2450.06,3.0,3.0,3+,14.0,Relatively New,2217.0,0,0,1,0,0,2,129,816.6866666666666
sector 67,flat,ireo victory valley,3.65,13528.0,2698.11,3.0,4.0,3+,18.0,Relatively New,2490.0,0,1,1,0,0,2,61,899.37
sector 22,flat,ambience creacions,1.99,14420.0,1380.03,2.0,2.0,2,9.0,New Property,1285.0,0,1,1,0,1,0,20,690.015
sector 69,flat,tulip violet,1.78,8855.0,2010.16,4.0,4.0,2,10.0,Relatively New,1819.0,0,1,0,0,0,2,156,502.54
sector 3,house,independent,0.37,7916.0,467.4,1.0,1.0,1.0,1.0,Relatively New,480.0,0,0,0,0,0,0,0,467.4
sector 83,flat,mapsko paradise,0.95,6300.0,1507.94,3.0,3.0,3,1.0,Moderately Old,1489.0,0,0,0,0,0,0,0,502.6466666666667
sector 10a,flat,sanskriti apartment,1.1,6666.0,1650.17,3.0,3.0,3,2.0,Moderately Old,1833.0,0,0,0,0,0,0,22,550.0566666666667
sector 2,house,ansal api spanish court,2.9,18626.0,1557.0,4.0,4.0,3.0,2.0,Relatively New,1557.0,0,0,0,1,0,2,49,389.25
dlf phase,flat,dlf the icon,5.25,20388.0,2575.04,4.0,4.0,3,9.0,Old Property,2570.0,1,1,1,0,0,0,135,643.76
sector 84,flat,pivotal devaan,0.3,6666.0,450.05,1.0,1.0,1,14.0,New Property,500.0,0,0,0,0,0,2,22,450.05
sector 83,flat,vatika gurgaon,0.85,8947.0,950.04,2.0,2.0,2,18.0,Moderately Old,1100.0,0,1,0,0,0,2,119,475.02
sheetla colony,house,independent,0.7,7701.0,909.0,2.0,2.0,0,1.0,Moderately Old,909.0,0,0,0,0,0,2,46,454.5
sector 82,flat,mapsko royale ville,1.22,7176.0,1700.11,3.0,5.0,3+,10.0,Relatively New,2000.0,0,1,1,0,0,2,76,566.7033333333333
sector 69,flat,tulip leaf,2.07,11423.0,1812.13,3.0,3.0,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49,604.0433333333334
sector 7,house,independent,8.0,22222.0,3600.0,4.0,5.0,3+,1.0,Old Property,3600.0,0,1,1,0,1,0,31,900.0
sector 61,flat,pioneer park,2.04,14623.0,1395.06,3.0,3.0,3+,16.0,Moderately Old,1595.0,0,0,1,0,0,2,165,465.02
sector 68,flat,espire south,1.32,9050.0,1458.56,2.0,2.0,2,9.0,New Property,1460.0,0,0,0,0,0,0,0,729.28
sector 28,house,independent,0.75,20833.0,360.0,2.0,4.0,3+,4.0,Moderately Old,360.0,0,0,0,0,0,0,7,180.0
sector 110,flat,indiabulls enigma,3.49,10264.0,3400.23,4.0,5.0,3,7.0,Relatively New,3077.0,0,0,1,0,0,0,165,850.0575
sector 67,flat,m3m merlin,2.9,14167.0,2047.01,3.0,3.0,3,0.0,Relatively New,2047.01,1,0,0,0,0,2,49,682.3366666666667
sohna road,flat,hcbs sports ville,0.24,7407.0,324.02,1.0,1.0,2,1.0,New Property,360.0,0,0,0,0,0,0,68,324.02
sector 92,flat,bestech park view sanskruti,1.55,7568.0,2048.1,3.0,4.0,3,16.0,Relatively New,1805.0,0,0,1,0,0,2,60,682.6999999999999
sector 2,house,independent,2.55,16378.0,1557.0,3.0,3.0,2.0,2.0,Old Property,1557.0,0,0,0,0,0,0,8,519.0
sohna road,flat,signature the serenas,0.5,9406.0,531.58,2.0,2.0,2,6.0,New Property,590.0,0,0,0,0,0,0,37,265.79
sohna road,flat,trisara our homes 3,0.4,4478.0,893.26,2.0,2.0,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0,446.63
sector 106,house,godrej meridien,5.6,14000.0,4000.0,5.0,4.0,3+,33.0,New Property,4000.0,0,1,1,1,1,0,151,800.0
gwal pahari,flat,paras quartier,5.9,11028.0,5350.02,4.0,4.0,3+,0.0,Moderately Old,5350.0,0,0,0,0,0,0,63,1337.505
sector 22,house,saksham welfare association,4.7,19847.0,2368.1,6.0,6.0,3+,2.0,Old Property,2368.1,0,1,0,1,0,2,106,394.68333333333334
sector 79,flat,godrej,1.33,8531.0,1559.02,2.0,2.0,3,6.0,Relatively New,1411.0,0,0,0,0,1,0,158,779.51
sector 48,flat,central park resorts,11.25,28266.0,3980.05,4.0,5.0,3+,2.0,Relatively New,4422.0,0,1,1,0,0,0,45,995.0125
sector 6,house,independent,0.66,10784.0,612.0,3.0,2.0,1.0,2.0,Old Property,612.0,0,0,0,0,0,0,36,204.0
sector 113,flat,m3m capital,2.87,12489.0,2298.02,4.0,4.0,3+,3.0,Under Construction,2553.0,0,0,1,0,0,0,65,574.505
sector 102,flat,shapoorji pallonji joyville gurugram,0.97,16454.0,589.52,2.0,2.0,2,10.0,Relatively New,741.0,0,0,0,0,0,0,151,294.76
sector 37c,flat,apex our homes,0.35,3783.0,925.19,2.0,2.0,1,7.0,Relatively New,850.0,0,0,0,0,0,2,158,462.595
sector 9a,flat,railway officers rpf society,1.25,6921.0,1806.1,4.0,3.0,3,1.0,Old Property,2007.0,0,0,1,0,0,2,12,451.525
sector 65,flat,emaar mgf emerald floors premier,2.55,15454.0,1650.06,3.0,3.0,3,3.0,Relatively New,1650.06,0,0,1,0,1,0,21,550.02
sector 67a,flat,ireo the corridors,1.6,9264.0,1727.12,3.0,3.0,2,3.0,New Property,1346.0,0,0,0,1,0,2,142,575.7066666666666
sector 95,flat,signature signum 95a,0.4,7782.0,514.01,2.0,2.0,2,3.0,New Property,571.0,0,0,0,0,0,0,44,257.005
sector 99a,flat,pareena laxmi apartments,0.31,5904.0,525.07,2.0,2.0,2,6.0,New Property,583.0,0,0,0,0,0,0,74,262.535
sector 33,flat,godrej nature plus,1.5,10200.0,1470.59,2.0,2.0,3+,2.0,Under Construction,1539.0,0,0,0,0,0,0,87,735.295
sector 99a,flat,raheja vanya,0.59,3975.0,1484.28,2.0,2.0,3,1.0,Under Construction,1133.0,1,0,0,0,0,0,96,742.14
sector 71,flat,chd avenue,1.25,6597.0,1894.8,3.0,4.0,2,14.0,Relatively New,1577.0,1,1,1,0,1,1,128,631.6
sector 69,flat,tulip violet,1.37,8907.0,1538.12,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,0,0,0,116,512.7066666666666
sector 89,flat,smart world gems,1.2,8432.0,1423.15,3.0,3.0,2,3.0,New Property,1423.0,1,0,0,0,1,0,37,474.3833333333334
sector 107,flat,m3m woodshire,0.75,5490.0,1366.12,2.0,2.0,3+,14.0,Relatively New,1201.0,0,1,0,0,0,0,174,683.06
sector 85,flat,godrej air,1.05,10603.0,990.29,2.0,2.0,1,15.0,Under Construction,97.0,0,0,0,0,0,0,45,495.145
sector 104,flat,puri emerald bay,1.5,9678.0,1549.91,2.0,2.0,2,7.0,Under Construction,1403.0,1,0,0,0,0,0,43,774.955
sector 37d,flat,bptp terra,1.5,8255.0,1817.08,3.0,3.0,3,12.0,Relatively New,1686.0,1,0,0,0,0,0,49,605.6933333333333
sector 39,flat,hector trimurti heights,1.5,6382.0,2350.36,4.0,3.0,3,10.0,Old Property,2611.0,0,0,1,0,0,1,49,587.59
sector 38,house,sector 38 rwa,1.4,23932.0,585.0,2.0,8.0,3.0,4.0,Moderately Old,62.0,1,0,0,0,0,2,40,292.5
sushant lok,house,independent,4.7,21759.0,2160.0,3.0,3.0,2.0,2.0,Old Property,2160.0,1,0,1,0,0,0,43,720.0
sector 69,flat,tulip violet,1.43,8886.0,1609.27,3.0,3.0,2,1.0,Relatively New,1455.0,0,1,0,0,0,0,86,536.4233333333333
sector 95,flat,rof ananda,0.32,5827.0,549.17,2.0,2.0,1,9.0,Relatively New,610.0,0,1,0,0,0,2,71,274.585
sector 54,flat,dlf park place,4.86,25920.0,1875.0,3.0,4.0,3+,7.0,Relatively New,1875.0,0,0,1,0,0,2,49,625.0
sector 17,house,iffco nagar and 17b rwa,3.5,24305.0,1440.0,2.0,5.0,3.0,3.0,Old Property,1440.0,0,0,0,0,0,0,44,720.0
sector 79,flat,bestech altura,1.72,8400.0,2047.62,3.0,4.0,3,9.0,New Property,2050.0,0,0,0,0,0,0,49,682.54
sector 14,house,independent,6.46,18889.0,3420.0,5.0,5.0,2.0,3.0,Moderately Old,3420.0,0,1,1,0,1,2,27,684.0
sector 67a,flat,ireo the corridors,2.0,11580.0,1727.12,3.0,3.0,2,6.0,Under Construction,1346.0,1,0,0,0,0,0,15,575.7066666666666
sector 85,flat,ss the leaf,1.05,6402.0,1640.11,2.0,2.0,3,6.0,Relatively New,1484.0,1,0,0,0,0,0,49,820.055
sector 61,flat,smart world orchard,2.2,13496.0,1630.11,3.0,3.0,2,3.0,Under Construction,1811.0,0,0,0,0,0,0,16,543.37
sector 102,flat,adani m2k oyster grande,2.35,8468.0,2775.15,3.0,3.0,3,14.0,Relatively New,2351.0,0,0,1,0,1,2,165,925.05
sector 88a,flat,godrej icon,1.75,1384.0,1175.0,3.0,3.0,3+,6.0,New Property,1306.0,0,0,0,0,0,0,55,391.6666666666667
sector 69,flat,tulip violet,1.2,8888.0,1350.14,2.0,3.0,1,0.0,Relatively New,1222.0,0,0,0,0,0,0,150,675.07
sector 60,flat,ireo skyon,3.75,13392.0,2800.18,4.0,4.0,3,12.0,Relatively New,2650.0,0,0,1,0,0,2,49,700.045
sector 62,flat,emaar digihomes,2.45,16000.0,1531.25,2.0,2.0,2,7.0,New Property,1200.0,0,0,0,0,1,1,174,765.625
sector 102,flat,shapoorji pallonji joyville gurugram,1.41,10307.0,1368.0,2.0,2.0,3,0.0,Relatively New,1238.0,1,0,0,0,0,0,49,684.0
sector 90,flat,shree vardhman flora,0.85,4404.0,1930.06,3.0,4.0,3,3.0,Relatively New,1679.0,0,0,1,1,0,0,110,643.3533333333334
sector 110,flat,mahindra aura,1.4,9655.0,1450.03,3.0,3.0,3,10.0,Relatively New,1550.0,0,0,0,0,0,2,142,483.3433333333333
sector 50,flat,unitech fresco,1.88,10479.0,1794.06,3.0,3.0,3+,14.0,Moderately Old,1790.0,1,0,0,0,0,2,174,598.02
sector 106,flat,paras dews,1.1,9734.0,1130.06,3.0,4.0,3+,8.0,Relatively New,1186.0,0,0,1,0,0,2,174,376.68666666666667
sector 33,house,unitech uniworld resorts,9.5,19333.0,4914.0,6.0,6.0,3+,3.0,Moderately Old,4914.0,0,0,0,0,0,2,40,819.0
sector 81,flat,signature global city 81,0.89,8279.0,1075.01,2.0,2.0,2,3.0,Under Construction,1194.0,1,0,0,0,0,0,20,537.505
sector 113,flat,la vida by tata housing,1.75,10489.0,1668.41,2.0,2.0,3,10.0,Relatively New,1424.0,0,0,0,0,1,0,93,834.205
sector 36a,flat,krisumi waterfall residences,2.2,14874.0,1479.09,2.0,2.0,2,23.0,New Property,1338.0,0,0,0,0,0,0,15,739.545
sector 109,flat,ats kocoon,2.2,10023.0,2194.95,3.0,4.0,3,8.0,Relatively New,1860.0,0,0,1,0,0,0,156,731.65
sector 37d,flat,ramprastha the edge towers,1.1,5528.0,1989.87,3.0,3.0,3,9.0,Relatively New,1990.0,0,0,0,0,0,0,63,663.29
sector 85,flat,ss the leaf,1.58,7714.0,2048.22,3.0,4.0,3,8.0,Relatively New,2227.0,0,0,1,0,0,0,159,682.7399999999999
sector 37c,flat,corona optus,1.22,6912.0,1765.05,3.0,4.0,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149,588.35
sohna road,flat,eldeco accolade,1.3,7424.0,1751.08,3.0,3.0,3+,10.0,Relatively New,1509.0,0,0,0,0,0,0,49,583.6933333333333
sector 104,flat,godrej summit,1.3,9027.0,1440.12,3.0,2.0,3+,16.0,Relatively New,1303.0,0,1,0,1,1,2,0,480.04
sector 81,flat,dlf the ultima,2.26,10761.0,2100.18,3.0,4.0,3+,17.0,New Property,1900.0,0,0,1,0,0,1,174,700.06
sector 4,house,independent,0.4,8889.0,450.0,1.0,1.0,0,1.0,Moderately Old,450.0,0,0,0,0,0,0,0,450.0
sector 37d,flat,signature global city,0.8,8421.0,950.01,2.0,2.0,2,2.0,Under Construction,860.0,0,0,0,0,0,0,42,475.005
sector 50,house,independent,7.0,32407.0,2160.0,3.0,2.0,0,1.0,Moderately Old,2160.0,0,0,0,0,0,0,0,720.0
sector 54,flat,sunischit apartments,1.69,7954.0,2124.72,3.0,3.0,3+,5.0,Old Property,1991.0,0,0,1,0,0,2,65,708.2399999999999
sector 2,house,independent,4.99,18889.0,2641.7,4.0,4.0,3+,3.0,Moderately Old,2430.0,0,1,1,1,0,0,43,660.425
sector 69,flat,tulip violet,1.65,8872.0,1859.78,3.0,3.0,2,1.0,Relatively New,1578.0,0,0,0,0,0,2,69,619.9266666666666
sector 92,flat,sare green parc,0.85,6741.0,1260.94,3.0,2.0,2,14.0,Relatively New,1261.0,0,0,0,0,0,0,0,420.31333333333333
sector 67,flat,m3m merlin,3.4,14418.0,2358.16,3.0,4.0,3,15.0,Relatively New,2123.0,0,0,1,0,0,2,110,786.0533333333333
sector 6,house,independent,0.5,8333.0,600.0,3.0,3.0,2.0,2.0,Moderately Old,600.0,0,1,0,0,0,0,0,200.0
sector 54,house,suncity township,25.0,31111.0,8035.7,4.0,4.0,3+,2.0,Moderately Old,9000.0,0,1,1,1,1,0,0,2008.925
sector 104,flat,puri emerald bay,1.8,8823.0,2040.12,2.0,3.0,3,23.0,New Property,1538.0,0,0,1,0,0,0,36,1020.06
gwal pahari,flat,suncity vatsal valley,1.38,9650.0,1430.05,3.0,3.0,2,1.0,Relatively New,1294.0,0,0,0,0,0,2,151,476.68333333333334
sector 74,flat,m3m skywalk,1.4,9831.0,1424.07,2.0,2.0,2,17.0,New Property,1289.0,0,0,0,0,0,2,167,712.035
sector 67,house,ansal api esencia,5.46,24170.0,2259.0,4.0,5.0,3+,2.0,Relatively New,2259.0,0,1,0,1,1,2,103,564.75
sector 2,flat,hcbs sports ville,0.35,4375.0,800.0,2.0,2.0,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37,400.0
sector 49,flat,vatika city,2.1,10418.0,2015.74,3.0,3.0,3,9.0,Moderately Old,1604.0,0,1,0,0,0,2,132,671.9133333333333
sector 3,house,bhim garh kheri,0.75,6410.0,1170.0,4.0,2.0,2.0,2.0,Old Property,1170.0,0,0,0,0,0,0,16,292.5
sector 93,flat,signature global orchard avenue,0.36,6715.0,536.11,2.0,2.0,2,6.0,Relatively New,603.0,0,0,0,0,0,0,16,268.055
sector 67a,house,4s aradhya homes,1.83,6778.0,2699.9,4.0,4.0,2.0,4.0,New Property,2700.0,0,1,0,0,0,2,145,674.975
sector 81,flat,vipul lavanya,0.65,5265.0,1234.57,2.0,2.0,2,14.0,Moderately Old,985.0,0,0,0,0,0,0,96,617.285
sector 107,flat,signature global solera,0.28,5828.0,480.44,2.0,2.0,2,11.0,Relatively New,543.0,0,0,0,0,0,0,45,240.22
sector 79,flat,mapsko mount ville,1.25,7716.0,1620.01,3.0,3.0,2,1.0,Relatively New,1212.0,0,1,0,0,1,2,166,540.0033333333333
sector 76,flat,whiteland blissville,1.92,11794.0,1627.95,3.0,3.0,2,3.0,Under Construction,1628.0,0,0,0,0,0,0,61,542.65
sector 36,flat,signature global infinity mall,0.41,6269.0,654.01,2.0,2.0,3,3.0,New Property,654.0,0,0,0,0,0,0,0,327.005
sector 88a,flat,the center court,2.1,12173.0,1725.13,4.0,4.0,3,0.0,New Property,1745.0,0,0,1,0,1,0,142,431.2825
sector 113,flat,tata gurgaon gateway,1.75,10443.0,1675.76,2.0,2.0,2,10.0,Relatively New,1430.0,0,0,0,0,1,0,104,837.88
sector 90,flat,green court,0.4,6389.0,626.08,2.0,2.0,1,8.0,New Property,575.0,0,0,0,0,0,0,20,313.04
sector 86,flat,microtek greenburg,1.3,15294.0,850.01,2.0,3.0,3,5.0,Relatively New,944.0,0,0,0,0,1,2,45,425.005
sector 103,flat,ansal housing highland park,0.8,5878.0,1361.01,2.0,2.0,2,9.0,Relatively New,1361.0,0,0,0,0,0,0,0,680.505
sector 67a,flat,pyramid urban,0.7,11844.0,591.02,2.0,2.0,1,14.0,New Property,657.0,0,0,0,0,0,0,44,295.51
sector 69,flat,tulip violet,1.4,8928.0,1568.1,3.0,3.0,1,12.0,Relatively New,1419.0,0,0,0,0,0,0,157,522.6999999999999
sector 95,flat,signature the roselia,0.45,7908.0,569.04,2.0,2.0,2,2.0,New Property,632.0,0,0,0,0,0,2,31,284.52
sushant lok,house,sushant lok 1 builder floors,2.45,7756.0,3158.8,4.0,4.0,3+,3.0,Moderately Old,540.0,1,1,1,0,1,1,123,789.7
sohna road,flat,signature global park,0.79,7308.0,1081.01,3.0,2.0,3+,4.0,Under Construction,978.0,0,0,0,0,0,0,109,360.33666666666664
sector 37d,flat,signature global the millennia,0.6,9230.0,650.05,2.0,2.0,3,7.0,New Property,625.0,0,0,0,0,0,0,35,325.025
sohna road road,flat,micasa sec 68,1.5,12244.0,1225.09,2.0,2.0,3,11.0,New Property,1361.0,0,0,0,0,0,0,44,612.545
sector 62,flat,emaar digihomes,2.1,14254.0,1473.27,2.0,2.0,2,30.0,New Property,1365.0,0,0,1,0,0,0,52,736.635
dlf phase,flat,dlf beverly park,8.0,15384.0,5200.21,5.0,5.0,3+,2.0,Old Property,5778.0,1,1,1,0,1,1,26,1040.042
sector 89,flat,smart world gems,1.1,9972.0,1103.09,2.0,2.0,2,3.0,New Property,1226.0,0,0,0,1,0,0,77,551.545
sector 108,flat,experion the heartsong,1.6,7988.0,2003.0,3.0,4.0,3+,3.0,Relatively New,1500.0,0,0,1,0,0,2,60,667.6666666666666
sector 72,flat,spaze privy,1.9,9620.0,1975.05,3.0,3.0,3,10.0,Moderately Old,1787.0,0,0,1,0,0,2,31,658.35
dlf phase,flat,dlf ridgewood estate,2.0,14598.0,1370.05,3.0,3.0,1,12.0,Old Property,1240.0,0,0,0,0,0,2,96,456.68333333333334
sector 65,flat,m3m heights,2.25,13608.0,1653.44,2.0,2.0,3,5.0,Under Construction,1592.0,0,0,0,0,0,0,48,826.72
sector 49,flat,orchid petals,2.09,11578.0,1805.15,3.0,3.0,3,0.0,Relatively New,1633.0,0,0,0,0,0,0,49,601.7166666666667
sector 90,flat,shree vardhman flora,0.65,4814.0,1350.23,2.0,2.0,3,6.0,Relatively New,1222.0,0,0,0,0,1,0,174,675.115
sector 70,flat,shree vardhman victoria,1.63,8358.0,1950.23,3.0,5.0,3,12.0,Relatively New,1527.0,0,0,1,0,0,0,43,650.0766666666667
sector 102,flat,shapoorji pallonji joyville gurugram,1.2,14563.0,824.01,2.0,2.0,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49,412.005
sector 90,flat,dlf regal gardens,1.17,6708.0,1744.19,3.0,3.0,3,15.0,Relatively New,1630.0,0,0,0,0,0,2,136,581.3966666666666
sector 109,flat,ats tourmaline,1.72,8000.0,2150.0,3.0,4.0,3+,7.0,Relatively New,1797.0,0,0,1,0,0,0,167,716.6666666666666
sector 49,flat,bestech park view city,2.9,12169.0,2383.1,4.0,4.0,3+,5.0,Moderately Old,2157.0,0,0,1,0,0,0,117,595.775
sector 91,flat,tarc maceo,1.4,7407.0,1890.1,3.0,3.0,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,76,630.0333333333333
sector 37d,flat,bptp terra,1.77,8078.0,2191.14,4.0,3.0,3,15.0,Relatively New,2025.0,1,1,1,0,1,0,49,547.785
sector 85,flat,ss the leaf,1.18,10727.0,1100.03,2.0,2.0,3,9.0,Relatively New,1700.0,0,0,0,0,1,2,150,550.015
mehrauli gurgaon,flat,unitech heritage city,4.26,13108.0,3249.92,4.0,4.0,0,9.0,Old Property,3250.0,0,0,0,0,0,0,0,812.48
