sector,property_type,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 37c,flat,2.0,3.0,1442.0,No,Yes,Low
sector 61,flat,2.0,2.0,1333.0,No,Yes,Low
sohna road,flat,2.0,2.0,711.0,No,No,Low
sector 49,house,8.0,8.0,2880.0,Yes,Yes,High
sector 70a,flat,3.0,3.0,1600.0,No,No,Medium
sector 79,flat,3.0,3.0,1362.0,No,No,High
sector 81,flat,2.0,2.0,1000.0,No,No,Low
sector 88a,flat,2.0,2.0,1387.0,No,Yes,High
sector 109,flat,3.0,3.0,2303.0,Yes,No,Medium
sushant lok,house,7.0,7.0,2034.0,Yes,Yes,Low
sector 63,flat,3.0,3.0,2000.0,No,No,Low
sector 67,flat,4.0,4.0,2250.0,Yes,No,Medium
sohna road,flat,2.0,1.0,913.0,No,No,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Medium
sector 72,house,5.0,5.0,3653.0,Yes,No,Low
sector 102,flat,3.0,4.0,1945.0,Yes,Yes,Medium
sector 84,flat,2.0,2.0,565.0,No,No,Low
sector 54,flat,3.0,3.0,2119.0,Yes,No,Medium
sector 104,flat,4.0,4.0,2851.0,Yes,No,High
sector 49,flat,3.0,4.0,2159.14,No,No,Low
sector 70a,flat,2.0,2.0,1400.0,No,No,Medium
gwal pahari,flat,3.0,3.0,1430.0,No,No,Low
sector 52,flat,1.0,1.0,512.0,No,No,Low
sector 110,flat,4.0,4.0,3077.0,Yes,No,Medium
sector 37c,flat,3.0,3.0,1350.0,No,No,Low
sector 12,house,6.0,6.0,2228.0,No,No,Low
sohna road road,flat,3.0,3.0,1051.0,No,No,Medium
sector 92,flat,3.0,3.0,1303.0,No,No,Medium
sector 112,flat,2.0,2.0,1500.05,Yes,Yes,Medium
sector 82,flat,3.0,3.0,1844.0,Yes,No,High
sohna road,flat,2.0,2.0,650.0,No,No,Low
sector 78,flat,2.0,2.0,1467.0,No,No,Low
sector 79,flat,2.0,2.0,1423.0,No,Yes,High
sector 79,flat,3.0,4.0,2141.0,Yes,No,High
sector 23,house,3.0,2.0,1500.0,No,No,Medium
sector 5,house,6.0,5.0,2250.0,Yes,Yes,High
sector 84,flat,4.0,4.0,1896.0,No,Yes,Medium
sector 109,house,5.0,5.0,6228.0,Yes,Yes,High
sector 37c,flat,3.0,3.0,1595.0,No,No,Low
sector 104,flat,3.0,2.0,1120.0,No,No,Low
sector 2,house,9.0,9.0,2430.0,No,No,Low
sector 65,flat,4.0,4.0,1975.06,Yes,No,Medium
sushant lok,flat,3.0,2.0,273.0,No,No,Medium
sector 66,house,4.0,5.0,2250.0,Yes,Yes,Medium
sector 84,flat,3.0,3.0,1833.0,No,No,Medium
sector 28,house,4.0,3.0,1800.0,No,No,Low
dlf phase,house,7.0,7.0,3000.0,No,No,Low
sector 37c,flat,3.0,3.0,1697.0,No,No,Medium
sector 83,flat,3.0,3.0,1537.0,No,No,Medium
dlf phase,house,5.0,5.0,2700.0,Yes,Yes,Medium
sector 70,flat,3.0,2.0,1350.0,No,No,Low
sushant lok,house,6.0,6.0,2700.0,Yes,Yes,Medium
sector 63,flat,1.0,1.0,804.0,No,No,Low
sector 99,flat,3.0,4.0,2516.0,Yes,No,High
sector 7,house,2.0,3.0,963.0,No,No,Low
sector 107,flat,2.0,2.0,608.0,No,No,Low
sector 84,flat,2.0,2.0,1222.0,No,Yes,Medium
sector 37d,flat,4.0,3.0,2091.0,No,No,Medium
sector 69,flat,3.0,2.0,1473.0,No,No,Low
sector 66,flat,3.0,4.0,2150.0,Yes,No,Medium
sector 56,flat,3.0,3.0,2131.0,No,Yes,Medium
sector 103,flat,4.0,6.0,2602.0,Yes,No,Medium
sector 72,flat,4.0,4.0,4000.0,Yes,No,High
sector 92,flat,3.0,3.0,1792.0,Yes,No,Medium
sohna road,flat,3.0,2.0,1210.0,No,No,Medium
sector 95,flat,2.0,2.0,1250.0,No,No,Low
sector 68,flat,2.0,2.0,889.0,No,No,Low
sector 83,flat,2.0,2.0,950.0,No,No,High
sector 70,flat,4.0,4.0,2667.0,Yes,No,Medium
sector 48,house,3.0,3.0,3240.0,Yes,Yes,High
sector 65,flat,4.0,4.0,2194.0,Yes,Yes,High
sector 92,flat,3.0,3.0,1068.0,No,No,Low
sector 12,house,9.0,9.0,9000.0,No,No,Low
sector 67,flat,4.0,4.0,3200.0,Yes,Yes,High
sector 38,house,3.0,2.0,1458.0,No,No,Medium
sector 65,flat,3.0,3.0,1833.0,Yes,Yes,Medium
sector 65,flat,4.0,4.0,1975.11,Yes,No,Medium
sector 4,house,3.0,4.0,1350.0,No,No,Low
sector 89,flat,3.0,3.0,1910.0,No,No,Medium
sector 95,flat,1.0,1.0,344.0,No,No,Low
sushant lok,house,3.0,3.0,2700.0,No,No,Low
sector 37d,flat,3.0,3.0,1450.0,No,No,Medium
sector 26,house,3.0,3.0,1350.0,Yes,Yes,Medium
sector 91,flat,2.0,2.0,1148.0,No,No,Medium
sector 36a,flat,3.0,4.0,2820.0,No,Yes,Low
sector 14,house,5.0,4.0,3240.1,No,Yes,Low
sector 108,flat,2.0,2.0,1720.0,No,No,Low
dwarka expressway,flat,3.0,3.0,1940.0,Yes,No,Low
sector 7,house,3.0,2.0,4320.0,No,No,Low
sector 31,house,4.0,4.0,1449.0,Yes,Yes,Low
sohna road,flat,2.0,2.0,978.0,No,No,Low
sector 85,flat,2.0,2.0,1400.0,No,No,Low
sector 71,flat,2.0,2.0,1084.0,No,No,Medium
sector 67,flat,3.0,4.0,2490.0,Yes,No,Medium
sector 86,flat,3.0,4.0,1339.0,No,Yes,Low
dlf phase,flat,3.0,3.0,1233.0,No,No,Medium
sector 17a,house,2.0,2.0,105.0,No,No,Low
sector 1a,flat,3.0,3.0,2944.0,Yes,No,Low
sector 105,house,3.0,2.0,1185.0,No,No,Low
sector 56,flat,4.0,4.0,2000.0,Yes,No,Low
sector 70,flat,3.0,5.0,2167.0,Yes,No,High
sector 33,flat,3.0,3.0,1439.0,No,No,Low
sector 105,house,3.0,3.0,1125.0,No,No,Low
sector 9,house,3.0,3.0,558.0,No,No,Low
sector 71,flat,3.0,3.0,1541.0,Yes,No,Medium
sector 107,flat,3.0,2.0,717.0,No,No,Low
sohna road,flat,2.0,2.0,1131.0,No,Yes,Medium
sector 33,flat,3.0,2.0,1444.0,No,No,Medium
sector 70a,flat,2.0,2.0,1312.0,No,Yes,Low
dlf phase,house,5.0,5.0,4518.0,Yes,Yes,Low
sushant lok,house,5.0,4.0,1548.0,Yes,No,Medium
sector 22,flat,3.0,3.0,1860.0,No,No,High
sector 4,house,1.0,1.0,70.0,No,No,Low
sector 70a,flat,3.0,3.0,2150.0,No,No,Low
sector 43,flat,3.0,3.0,1467.0,Yes,No,Low
sector 88a,flat,2.0,2.0,1463.0,No,Yes,Medium
sector 12,house,2.0,4.0,846.0,No,No,Low
sector 78,flat,2.0,2.0,1115.0,No,No,Medium
sector 81,flat,2.0,2.0,1112.0,No,No,Medium
sector 61,flat,2.0,2.0,1278.0,No,Yes,Low
sector 70a,house,3.0,3.0,1611.0,No,No,Medium
dlf phase,house,5.0,5.0,2700.0,Yes,Yes,Medium
sector 108,flat,3.0,3.0,1661.0,No,Yes,High
sector 90,flat,4.0,4.0,2020.0,No,No,Medium
dwarka expressway,flat,3.0,3.0,1529.0,No,No,Low
sector 82a,flat,4.0,5.0,2110.0,Yes,No,High
sector 49,flat,3.0,3.0,1471.0,No,No,High
sector 77,flat,3.0,4.0,1810.0,Yes,Yes,High
sector 43,flat,3.0,2.0,1674.0,No,Yes,Low
sector 67,flat,4.0,4.0,2833.0,Yes,No,High
sector 108,flat,2.0,2.0,1548.0,No,No,Low
sector 56,flat,3.0,2.0,2250.0,No,No,Medium
sector 81,flat,4.0,4.0,3700.0,Yes,Yes,Low
sector 33,flat,3.0,2.0,1857.0,No,No,Medium
sector 66,flat,4.0,4.0,2210.0,Yes,No,High
sector 60,flat,4.0,5.0,2534.0,Yes,No,High
sector 102,flat,3.0,4.0,1314.0,Yes,No,High
sector 85,flat,2.0,2.0,1660.0,No,No,Low
sector 52,flat,5.0,7.0,5778.0,Yes,No,Medium
sector 65,flat,3.0,3.0,3043.0,No,Yes,Low
sector 4,house,4.0,4.0,1440.0,No,No,Low
sector 86,flat,2.0,2.0,1339.0,No,Yes,Low
sector 38,house,6.0,6.0,1836.0,Yes,Yes,Medium
sector 56,flat,1.0,1.0,839.0,No,No,Medium
sohna road,flat,2.0,2.0,521.0,No,No,Low
sector 4,house,3.0,3.0,117.0,No,No,Low
sector 76,flat,3.0,3.0,1597.0,No,No,Medium
sector 70,flat,3.0,5.0,1527.0,Yes,No,Low
sohna road,flat,2.0,2.0,1131.0,No,Yes,High
sector 104,flat,4.0,5.0,7222.0,No,No,Medium
sector 49,house,3.0,3.0,1386.0,No,No,Medium
sector 109,house,5.0,6.0,5400.0,Yes,No,High
sector 56,flat,3.0,3.0,2251.0,Yes,No,Medium
sohna road,flat,2.0,2.0,1344.0,No,No,Medium
dlf phase,house,4.0,4.0,1800.0,Yes,No,Medium
sector 109,flat,3.0,3.0,1946.0,Yes,No,Low
sector 79,flat,3.0,4.0,1946.0,No,No,Medium
sector 102,flat,3.0,4.0,1748.0,Yes,No,Medium
sector 37c,flat,3.0,3.0,1789.0,Yes,Yes,Low
sector 37c,flat,2.0,2.0,1310.0,No,No,Medium
sector 33,flat,2.0,2.0,84.0,No,No,Medium
sohna road,flat,2.0,2.0,561.0,No,No,Low
sector 82,flat,3.0,4.0,1620.0,Yes,No,Medium
sector 82,flat,3.0,3.0,2000.0,Yes,Yes,Medium
sector 109,flat,3.0,3.0,2303.0,Yes,No,High
sector 82,flat,3.0,3.0,1588.0,No,No,Low
dwarka expressway,flat,3.0,3.0,1303.0,No,No,Low
sector 70a,flat,3.0,4.0,2350.18,Yes,No,Low
sector 90,flat,3.0,3.0,1747.0,No,No,Low
sector 61,flat,2.0,2.0,1150.0,No,Yes,Medium
sector 106,flat,3.0,3.0,2450.0,No,No,Medium
sector 67,flat,3.0,3.0,2095.0,Yes,No,High
sector 14,house,5.0,5.0,2778.0,No,No,Low
dlf phase,house,5.0,5.0,1350.0,No,No,Low
sector 95,flat,3.0,3.0,1750.0,No,No,Low
sector 63a,flat,3.0,3.0,1201.86,Yes,No,Medium
sector 113,flat,4.0,4.0,2991.0,Yes,Yes,High
sector 81,flat,4.0,4.0,6268.0,Yes,No,Medium
sector 79,flat,2.0,2.0,1172.0,No,No,Medium
sector 33,flat,2.0,2.0,1253.0,No,No,Medium
sector 108,flat,3.0,3.0,2116.0,Yes,No,Medium
sector 4,house,3.0,2.0,684.0,No,Yes,Low
sector 95,flat,2.0,2.0,694.0,No,No,Medium
sector 70a,flat,2.0,2.0,1262.0,No,No,Low
sohna road,flat,1.0,1.0,473.0,No,No,Medium
sector 79,flat,3.0,4.0,1963.0,Yes,No,Medium
sector 107,flat,3.0,3.0,1713.0,No,No,Medium
sector 86,flat,3.0,3.0,1747.0,Yes,No,High
sector 65,flat,4.0,4.0,2194.0,No,No,Medium
sector 37c,flat,2.0,2.0,850.0,No,No,High
sector 85,flat,3.0,4.0,1390.0,Yes,No,Low
sohna road,flat,2.0,2.0,520.0,No,No,Low
sushant lok,house,5.0,6.0,3438.0,Yes,Yes,Low
sohna road,flat,2.0,2.0,1043.0,No,No,Medium
dlf phase,house,5.0,5.0,1782.8,Yes,No,Low
sector 4,house,4.0,4.0,1800.0,No,No,Low
sector 54,flat,4.0,5.0,3000.0,Yes,No,High
sector 92,flat,3.0,3.0,1574.0,No,No,Low
sector 50,flat,3.0,4.0,2470.0,Yes,No,High
sector 92,flat,3.0,2.0,1131.0,No,No,Medium
sector 86,flat,2.0,2.0,572.0,No,No,Low
sector 89,flat,3.0,3.0,1423.0,No,No,Medium
sector 82,house,4.0,4.0,3240.0,Yes,No,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Medium
sector 109,flat,3.0,4.0,2339.0,Yes,No,Medium
dlf phase,house,6.0,5.0,3240.0,Yes,Yes,High
sector 38,house,2.0,7.0,900.0,No,Yes,Low
sector 99a,flat,2.0,1.0,500.0,No,No,Low
sector 85,flat,4.0,4.0,2600.0,No,No,Low
sector 69,flat,3.0,3.0,1428.0,No,No,Low
sector 30,flat,3.0,2.0,1300.0,No,No,Medium
sector 13,house,1.0,1.0,936.0,No,No,Low
sector 49,flat,4.0,3.0,2492.0,No,No,Medium
sector 81,flat,1.0,1.0,444.0,No,No,Low
dlf phase,house,5.0,6.0,4518.0,Yes,Yes,Medium
sector 71,flat,3.0,3.0,1577.0,Yes,No,Medium
sector 46,house,4.0,4.0,1620.0,No,No,Low
sector 61,flat,2.0,2.0,1041.0,No,Yes,Low
sector 102,flat,2.0,2.0,567.0,No,No,Medium
sector 14,house,5.0,4.0,2250.0,No,No,Medium
dlf phase,house,9.0,9.0,7000.0,No,No,Low
sector 62,flat,4.0,6.0,3933.0,Yes,No,Medium
sector 7,house,3.0,2.0,900.0,No,No,Low
sector 47,house,1.0,4.0,576.0,No,No,Low
sector 11,house,6.0,4.0,2700.0,No,No,Low
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sector 37d,flat,4.0,4.0,2211.0,Yes,Yes,Medium
sector 59,flat,3.0,1.0,2295.0,No,No,Low
dlf phase,house,4.0,4.0,2844.0,No,No,Low
sector 90,flat,2.0,2.0,1444.0,No,No,Medium
sector 69,flat,3.0,3.0,1709.0,No,No,High
sector 99a,flat,3.0,3.0,1790.0,Yes,No,Low
sector 95,flat,3.0,4.0,1964.0,Yes,No,Low
sector 82,house,4.0,4.0,3240.0,Yes,Yes,Low
sector 33,flat,3.0,2.0,1730.0,No,No,Low
sector 76,flat,3.0,4.0,2937.0,No,No,Low
sector 52,flat,4.0,4.0,2199.0,No,No,Low
sector 36,flat,3.0,2.0,1122.0,No,No,Medium
sector 55,house,6.0,4.0,2700.0,Yes,No,Low
sector 6,flat,2.0,2.0,944.0,No,No,Low
sector 3,house,2.0,3.0,999.0,No,No,Low
sector 108,flat,3.0,3.0,1711.0,No,No,High
sector 65,flat,3.0,3.0,1654.0,No,No,Low
dlf phase,flat,4.0,4.0,2801.0,No,No,Low
sector 99,flat,3.0,4.0,2400.0,No,No,Medium
sector 68,flat,2.0,2.0,1311.0,No,No,Low
sector 109,flat,4.0,5.0,2851.0,Yes,No,Medium
sector 89,flat,2.0,2.0,1228.0,No,Yes,Low
sector 48,flat,3.0,3.0,2200.0,Yes,No,Medium
sector 82,flat,4.0,4.0,1774.0,Yes,No,Medium
sector 102,flat,4.0,4.0,4630.0,No,No,Medium
sector 85,flat,3.0,4.0,2179.0,No,No,Medium
sector 50,house,5.0,4.0,2160.0,No,Yes,Medium
sector 66,flat,5.0,5.0,3321.0,Yes,No,Medium
dwarka expressway,flat,3.0,4.0,3094.0,No,No,Low
sector 54,flat,3.0,4.0,1607.02,Yes,No,High
sector 112,house,5.0,5.0,7450.0,Yes,No,Low
sector 83,flat,2.0,2.0,1195.0,No,No,Low
sector 63a,flat,3.0,3.0,1540.0,No,No,Low
sector 99a,flat,2.0,2.0,1133.0,No,No,Low
sector 71,flat,3.0,4.0,1631.0,Yes,No,Low
sector 70a,house,2.0,2.0,1319.0,Yes,No,High
sector 81,flat,4.0,5.0,3070.0,Yes,Yes,High
sohna road,flat,2.0,2.0,913.0,No,No,Medium
gwal pahari,flat,5.0,6.0,9050.0,Yes,No,Low
sector 22,flat,3.0,3.0,1860.09,No,No,Low
sector 37d,flat,3.0,3.0,1373.0,No,Yes,Low
sector 61,flat,3.0,3.0,1630.09,No,Yes,Low
sector 70a,house,4.0,4.0,2610.0,No,No,Low
sector 62,flat,4.0,5.0,3925.0,Yes,Yes,High
sector 102,flat,3.0,4.0,1710.0,Yes,No,High
sector 70,flat,2.0,2.0,1222.0,No,Yes,Low
sector 72,flat,4.0,4.0,4000.0,Yes,Yes,High
sector 17b,house,4.0,4.0,3780.0,Yes,No,Low
sector 46,house,3.0,8.0,1836.0,No,Yes,Low
sector 54,house,9.0,9.0,66.0,Yes,No,Low
sector 108,flat,3.0,3.0,1711.09,No,No,Low
sector 84,flat,4.0,4.0,1896.0,Yes,No,Medium
sector 60,flat,3.0,3.0,2400.0,Yes,No,High
sector 80,flat,3.0,4.0,1922.0,Yes,No,Medium
sector 2,flat,2.0,2.0,1281.0,No,No,Medium
dlf phase,flat,4.0,4.0,2712.0,Yes,No,Low
sector 106,flat,5.0,6.0,3797.0,No,No,Medium
sector 50,house,4.0,4.0,4500.0,Yes,No,High
sector 11,house,8.0,5.0,2476.0,No,No,Low
sohna road,flat,2.0,2.0,743.0,No,No,Medium
sector 102,flat,3.0,3.0,1690.0,No,No,Low
sector 110,flat,4.0,4.0,3077.0,Yes,No,Medium
sector 50,flat,3.0,3.0,2491.0,Yes,No,High
sector 72,flat,4.0,5.0,2625.0,Yes,No,Low
sector 78,flat,3.0,3.0,1900.0,Yes,No,Medium
sector 81,house,3.0,2.0,1095.0,No,Yes,Medium
sector 38,house,4.0,9.0,4800.0,No,No,High
sector 110,flat,5.0,5.0,3500.0,Yes,No,High
sector 95,flat,2.0,2.0,1234.0,No,No,Medium
sector 56,house,5.0,5.0,1449.0,No,No,Low
sector 67,flat,3.0,4.0,2134.0,Yes,No,High
sector 89,flat,2.0,2.0,998.0,No,Yes,Low
sector 7,house,5.0,3.0,148.0,No,No,Low
sohna road,flat,2.0,2.0,1050.0,No,Yes,Medium
sohna road,flat,2.0,2.0,913.0,No,No,High
sector 70a,flat,4.0,4.0,1600.0,No,Yes,Low
sector 4,house,2.0,3.0,540.0,No,No,Low
sector 33,house,5.0,5.0,4770.0,Yes,Yes,Medium
sohna road,flat,2.0,2.0,828.0,No,No,Medium
sector 50,house,5.0,5.0,3240.0,Yes,Yes,Low
sector 36,house,2.0,2.0,823.0,No,No,Low
sector 102,flat,3.0,4.0,1186.0,Yes,Yes,Low
sohna road,flat,3.0,2.0,1244.0,No,No,Low
sector 14,house,3.0,3.0,3249.0,No,No,Low
sector 1a,flat,4.0,6.0,2611.0,Yes,Yes,Low
sector 86,flat,3.0,4.0,1747.0,Yes,No,Medium
sector 21,house,3.0,2.0,594.0,No,No,Low
sector 88a,flat,3.0,3.0,2056.0,No,No,Low
sector 50,house,3.0,4.0,3240.0,Yes,Yes,Medium
sector 48,house,5.0,6.0,8775.0,Yes,Yes,Medium
sector 102,flat,3.0,3.0,1465.0,Yes,Yes,Low
sector 109,house,4.0,5.0,7000.0,No,No,Medium
sector 4,house,1.0,4.0,360.0,No,No,Low
sector 85,flat,2.0,2.0,1406.0,No,No,Medium
sector 81,flat,3.0,4.0,2300.0,Yes,Yes,Medium
dlf phase,house,4.0,5.0,2844.0,Yes,No,Medium
sector 102,flat,3.0,4.0,1757.0,Yes,No,Medium
sohna road,flat,1.0,1.0,778.0,No,No,Medium
sector 28,house,4.0,4.0,2700.0,No,Yes,Medium
sector 82,flat,3.0,4.0,1620.0,Yes,No,Medium
sector 102,flat,3.0,4.0,1748.0,Yes,No,Medium
sector 82,flat,2.0,2.0,1383.0,No,No,Low
sector 5,house,5.0,4.0,2367.0,No,No,Low
sector 65,flat,2.0,2.0,1433.0,No,No,Low
sector 90,flat,2.0,2.0,1222.0,No,Yes,Medium
dwarka expressway,flat,3.0,3.0,1758.0,No,No,Low
sector 90,flat,3.0,3.0,1566.0,No,No,Medium
sector 21,flat,2.0,2.0,1256.0,No,No,Low
sector 90,flat,3.0,3.0,1581.0,No,No,Medium
sector 71,flat,2.0,2.0,639.0,No,No,Medium
sector 108,flat,2.0,3.0,1161.0,Yes,No,Medium
sector 83,flat,3.0,3.0,1600.0,Yes,No,High
sohna road,flat,2.0,2.0,1000.0,No,No,Low
sector 77,flat,3.0,3.0,1600.0,No,No,Low
sohna road,flat,1.0,1.0,500.0,No,No,Low
sector 53,flat,4.0,5.0,3000.0,Yes,Yes,High
sector 69,flat,3.0,3.0,1392.0,No,No,High
sector 63a,house,6.0,6.0,3132.0,No,No,Low
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sector 89,flat,3.0,3.0,1581.0,No,No,Low
sector 63,flat,3.0,3.0,2034.0,No,No,Low
sector 102,flat,3.0,3.0,1314.0,Yes,No,Medium
sector 33,house,5.0,7.0,4500.0,Yes,Yes,Medium
sector 4,house,3.0,3.0,1130.0,No,No,Low
sector 12,flat,3.0,3.0,1167.0,No,No,Low
sector 90,flat,3.0,3.0,1500.0,No,No,Medium
sector 79,flat,2.0,2.0,546.0,No,No,Medium
sector 11,house,2.0,6.0,1215.0,No,No,Low
sector 27,house,9.0,9.0,3042.0,Yes,Yes,Medium
sector 56,flat,3.0,3.0,1810.0,Yes,No,Low
dlf phase,house,5.0,5.0,3096.0,Yes,Yes,Low
sector 81,flat,3.0,3.0,1982.0,Yes,No,Low
sector 104,flat,3.0,4.0,2217.0,Yes,No,Medium
sector 95,flat,1.0,1.0,407.0,No,No,Medium
sohna road,flat,2.0,2.0,978.0,No,No,Medium
sector 50,flat,2.0,2.0,1098.0,No,No,Medium
sector 30,flat,2.0,2.0,896.0,No,No,Medium
sector 102,flat,3.0,4.0,1587.0,Yes,Yes,High
sohna road,flat,2.0,2.0,913.0,No,No,Medium
sector 37c,flat,3.0,3.0,1738.0,No,No,Medium
sector 65,flat,2.0,2.0,1141.0,No,No,Medium
sector 50,house,4.0,4.0,2160.0,Yes,Yes,Medium
sector 27,house,5.0,5.0,1350.0,Yes,No,Low
sector 92,flat,4.0,4.0,2286.0,Yes,No,Medium
sushant lok,flat,4.0,5.0,5000.0,Yes,No,Medium
sector 104,flat,2.0,3.0,1538.0,Yes,No,Medium
sector 8,house,2.0,3.0,450.0,No,No,Low
sohna road,flat,2.0,2.0,1319.0,No,Yes,Medium
sector 105,flat,3.0,2.0,1111.0,No,No,Low
sector 37c,flat,3.0,3.0,1834.0,Yes,No,Low
sector 106,flat,4.0,5.0,1535.0,Yes,No,Low
sector 109,flat,3.0,4.0,1797.0,Yes,No,Medium
sector 92,flat,4.0,4.0,1584.0,No,No,Medium
sector 86,flat,3.0,3.0,1900.0,No,No,Low
dlf phase,house,7.0,9.0,9000.0,Yes,Yes,Medium
sector 74,flat,2.0,2.0,1582.0,No,No,Medium
c block,house,5.0,4.0,1836.2,Yes,No,Medium
sector 74,flat,2.0,2.0,1300.0,No,No,High
sector 71,flat,1.0,1.0,683.0,No,No,Medium
sector 47,house,3.0,9.0,1935.0,No,No,Medium
sector 90,flat,3.0,3.0,1557.0,No,No,Medium
sector 89,flat,3.0,2.0,1550.0,No,No,Low
sector 81,flat,3.0,3.0,1989.0,No,No,Medium
dlf phase,house,5.0,6.0,4500.0,No,No,Low
sushant lok,flat,3.0,3.0,195.0,No,No,Low
sector 63,flat,4.0,4.0,3950.0,No,No,Medium
sector 86,flat,2.0,2.0,1360.0,No,No,Low
sector 109,house,4.0,4.0,5400.0,Yes,Yes,Medium
sector 9,house,3.0,3.0,2367.0,No,No,Low
sector 77,flat,4.0,4.0,1800.0,Yes,Yes,Low
sector 85,flat,3.0,4.0,1467.0,Yes,No,Medium
sector 37c,flat,3.0,3.0,2211.0,Yes,No,Low
sector 7,house,3.0,3.0,1440.0,No,No,Low
sohna road,flat,2.0,2.0,800.0,No,No,Medium
gwal pahari,flat,3.0,3.0,1489.0,No,No,Low
sector 50,house,4.0,4.0,3240.0,Yes,No,Low
sector 51,house,6.0,3.0,900.0,No,No,Medium
sector 86,flat,2.0,2.0,637.0,No,No,Low
sector 31,house,4.0,3.0,1449.0,No,No,Medium
sector 82a,flat,3.0,3.0,1668.0,No,No,Low
sector 83,flat,3.0,3.0,1549.0,Yes,No,Medium
sector 109,house,5.0,5.0,2430.0,Yes,No,Medium
sector 90,flat,4.0,4.0,2861.0,No,Yes,High
sector 2,flat,2.0,2.0,1416.0,No,Yes,Medium
sector 37d,flat,4.0,3.0,2025.0,Yes,Yes,Low
sohna road,flat,2.0,2.0,661.0,No,No,Low
sector 81,flat,3.0,4.0,1854.0,Yes,No,High
sector 46,house,4.0,3.0,90.0,No,Yes,Low
sector 65,flat,3.0,3.0,1828.03,No,No,Low
sector 90,flat,2.0,2.0,1224.0,No,Yes,Medium
sector 89,flat,3.0,1.0,1103.0,No,No,Low
manesar,flat,3.0,2.0,1502.0,No,No,Low
sector 95,flat,3.0,2.0,866.0,No,Yes,Low
south city,house,9.0,9.0,5000.0,Yes,Yes,Medium
sector 71,flat,4.0,4.0,2127.0,Yes,No,Low
sector 15,house,5.0,5.0,4518.0,No,No,Low
sector 70,flat,4.0,5.0,2114.0,Yes,No,Medium
sector 79,flat,2.0,2.0,1223.0,No,No,Low
sector 111,flat,4.0,4.0,3056.0,No,No,Medium
sector 81,flat,2.0,2.0,1300.0,No,No,Medium
sector 48,house,4.0,4.0,7000.0,No,No,Low
sector 63,house,4.0,4.0,3950.0,No,No,Medium
sector 85,flat,2.0,2.0,1822.0,Yes,No,Medium
sector 102,flat,3.0,4.0,2000.0,Yes,Yes,Medium
sector 113,flat,4.0,5.0,2060.0,No,Yes,Medium
sector 74,flat,3.0,3.0,1938.0,Yes,No,High
sector 31,house,4.0,4.0,1557.0,Yes,Yes,Medium
sector 105,house,2.0,4.0,56.0,No,No,Low
sector 3,house,2.0,2.0,810.0,No,No,Low
sector 81,flat,3.0,3.0,1700.0,Yes,No,High
sector 70a,flat,3.0,4.0,1706.0,No,No,Low
sector 106,flat,4.0,6.0,2131.0,Yes,No,Medium
sector 70,flat,3.0,4.0,1765.0,Yes,No,Medium
dlf phase,house,3.0,3.0,1350.0,No,No,Medium
dlf phase,house,6.0,5.0,6000.0,No,No,Low
sector 12,flat,3.0,3.0,995.0,No,No,Low
sector 66,house,5.0,5.0,3240.0,Yes,No,Medium
sector 81,flat,2.0,2.0,664.0,No,No,Low
sector 37d,flat,3.0,3.0,1535.0,No,No,Low
sector 105,house,2.0,2.0,100.0,No,No,Low
sector 79,flat,3.0,4.0,1416.0,Yes,No,Medium
sector 112,flat,4.0,6.0,3573.0,Yes,No,Medium
sector 99a,flat,2.0,2.0,601.0,No,No,Low
sector 81,flat,2.0,2.0,1131.0,No,No,Low
sector 8,house,1.0,1.0,556.0,No,No,Low
sohna road,flat,2.0,2.0,615.0,No,No,Low
sector 82,flat,4.0,3.0,1800.0,No,No,Medium
sector 107,flat,3.0,3.0,1758.0,No,No,Medium
sector 77,flat,3.0,4.0,1600.0,Yes,No,Medium
sector 48,house,4.0,4.0,3240.0,Yes,Yes,Medium
sector 4,house,4.0,3.0,211.0,No,No,Low
sector 12,house,3.0,7.0,3750.0,No,No,Low
sector 85,flat,4.0,4.0,2225.0,No,No,Low
sector 2,house,3.0,9.0,1557.0,Yes,No,Medium
sector 81,flat,3.0,3.0,1475.0,No,No,Medium
sector 69,flat,3.0,3.0,1392.0,No,No,Medium
sector 72,flat,4.0,4.0,2600.0,Yes,No,High
sector 109,flat,3.0,3.0,1650.0,No,No,High
sohna road,flat,2.0,2.0,481.0,No,No,Low
sector 103,house,3.0,5.0,3534.0,No,No,Low
sector 74,flat,2.0,2.0,1250.0,No,No,High
sohna road,flat,3.0,3.0,1344.0,No,No,High
sector 104,flat,3.0,4.0,2000.0,Yes,No,High
sector 88a,flat,3.0,3.0,1674.0,No,No,Low
sohna road,house,3.0,2.0,1120.0,No,No,Low
sector 33,flat,3.0,2.0,1409.0,No,No,Low
sector 3,house,5.0,3.0,1755.0,No,No,Low
sector 83,flat,3.0,3.0,1549.0,Yes,No,Medium
sector 69,flat,4.0,4.0,1819.0,No,No,High
sector 3,flat,2.0,2.0,722.0,No,No,Low
sector 85,flat,3.0,4.0,1900.0,Yes,No,High
